FL-RELEP,8.27,A tenant continues to occupy an apartment after lease expiration without the consent of the landlord.  This type of estate is called,an estate at sufferance,a holdover estate,a canceled leasehold,a hostile leasehold,a,"In an estate at sufferance, a tenant occupies the premises without consent of the landlord or other legal agreement with the landlord.  Usually such an estate involves a tenant who fails to vacate at the expiration of the lease, continuing occupancy without any right to do so. For example, a tenant violates the provisions of a lease and is evicted.  The tenant protests and refuses to leave despite the eviction order"
FL-RELEP,8.28,"A tenant without a lease has been sending the landlord monthly rent checks, and the landlord continues to accept the payments.  What kind of leasehold estate exists?",Estate for years,Estate from period to period,Estate at will,Estate at sufferance,b,"In an estate from period-to-period, also called a periodic tenancy, the tenancy period automatically renews for an indefinite period of time, subject to timely payment of rent.  At the end of a tenancy period, if the landlord accepts another regular payment of rent, the leasehold is considered to be renewed for another period"
FL-RELEP,8.29,A fee or life estate is held by an individual.  This form of estate is referred to as a(an),tenancy in severalty,tenancy by the entireties,absolute fee simple,legal fee simple,a,"If a single party owns the fee or life estate, the ownership is a tenancy in severalty.  Synonyms are sole ownership, ownership in severalty, and estate in severalty"
FL-RELEP,8.30,Six people have identical rights in a property and enjoy an indivisible interest.   However any of the owners may sell or transfer his/her interest without consent of the others.  This form of ownership is a,joint tenancy,homestead ownership,tenancy in common,estate in severalty,c,"The tenancy in common, also known as the estate in common, is the most common form of co-ownership when the owners are not married (though tenants in common can be married).  The defining characteristics are: two or more owners; identical rights; interests individually owned; electable ownership shares; no survivorship; and no unity of time.  With ""identical rights"", co-tenants share an indivisible interest in the estate, i.e., all have equal rights to possess and use the property subject to the rights of the other co-tenants"
FL-RELEP,8.31,"The ""four unities"" required to create a joint tenancy include which of the following conditions?",Parties must acquire respective interests at the same time,Parties must be residents of the same state at the time of acquiring the interest,Parties must be family members,Parties must have joint financial responsibility,a,"To create a joint tenancy, all owners must acquire the property at the same time, use the same deed, acquire equal interests, and share in equal rights of possession.  These are referred to as the four unities"
FL-RELEP,8.32,"Unlike tenants in common, joint tenants",own distinct portions of the physical property,cannot will their interest to a party outside the tenancy,may own unequal shares of the property,cannot encumber their interest to outside parties,b,"The survivorship feature of joint tenancy presents an advantage to tenancy in common, in that interests pass without probate proceedings.  On the other hand, joint tenants relinquish any ability to will their interest to parties outside of the tenancy"
FL-RELEP,8.33,Which of the following life estates is created by operation of  law rather than by the owner?,Conventional life estate,Ordinary life estate,Legal life estate,Community property life estate,c,A legal life estate is created by state law as opposed to being created by a property owner's agreement.  The focus of a legal life estate is defining and protecting the property rights of surviving family members upon the death of the husband or wife
FL-RELEP,8.34,Which of the following is true of a homestead?,A homestead interest cannot be conveyed by one spouse,A homestead interest cannot be passed to the children of the head of household,A homestead interest is a form of conventional life estate,A homestead is a primary or secondary residence occupied by a family,a,A homestead is one's principal residence.  Homestead laws protect family members against losing their homes to general creditors attempting to collect on debts. Homestead laws generally provide that: the homestead interest cannot be conveyed by one spouse; both spouses must sign the deed conveying homestead property
FL-RELEP,8.35,A tenant in common can,sell or transfer his interest without the consent of the other tenants in common,use his or her interest in the estate to encumber the entire estate,"sell, encumber or transfer his or her interest only to the other tenants in common","sell, encumber or transfer his or her interest only with the consent of all the other tenants in common",a,"All tenants in common have distinct and separable ownership of their respective interests.  Co-tenants may sell, encumber, or transfer their interests without obstruction or consent from the other owners.   A co-tenant may not, however, encumber the entire property"
FL-RELEP,8.36,Which of the following would be considered community property?,Property acquired before marriage ,A motorcycle bought after the marriage with separate property funds ,Income derived from community property ,A mother’s heirloom wedding ring gifted to the wife after her wedding ,c,"If an income-producing property has been defined as community property, the revenue accruing from the investment is likewise community property"
FL-RELEP,8.37,"When real property is held in a land trust, who controls the property?",The trustor,The trustee,The beneficiary,The mortgagee,c,"A land trust allows the trustor to convey the fee estate to the trustee and to name himself or herself the beneficiary.  The land trust applies only to real property, not to personal property.  The agreement, or deed in trust, grants the beneficiary the rights to possess and use the property, and to exercise control over the actions of the trustee"
FL-RELEP,8.38,"In a separate property state, John marries Patricia.  Prior to the marriage John owned an SUV.  During the marriage, John bought a Buick, John and Patricia bought a second property with money earned from Patricia's job, and each individual received a motorcycle from Patricia's uncle as a gift.  What property will be split during the divorce?","The SUV, the Buick, and the second property","The SUV, the Buick, the second property, and the motorcycles",The Buick and the second property,"The Buick, the second property, and the motorcycles",c,"Separate property belongs to one spouse. Separate property is that property which is acquired prior to the marriage, by gift or inheritance during the marriage, property acquired by separate-property funds, or income from separate property.  "
FL-RELEP,8.39,Which of the following is true of a cooperative?,A cooperative may hold an owner liable for the unpaid operating expenses of other tenants,The owners have a fee simple interest in the airspace of their respective apartments,Owners may sublease their apartments even if they sell their stock in the cooperative,The proprietary lease is guaranteed to have a fixed rate of rent over the life of the lease term,a,"Since the corporation owns an undivided interest in the cooperative property, debts and financial obligations apply to the property as a whole, not to individual units as in a condominium"
FL-RELEP,8.40,Which of the following is true of a tenancy in common?,The co-owners must be related,The owners enjoy an indivisible interest,The tenants must acquire their interests at the same time,The tenants must pay equal amounts for their interest in the estate,b,"The tenancy in common, also known as the estate in common, is the most common form of co-ownership when the owners are not married (though tenants in common can be married).  The defining characteristics are: two or more owners; identical rights; interests individually owned; electable ownership shares; no survivorship; and no unity of time.  With ""identical rights,"" co-tenants share an indivisible interest in the estate, i.e., all have equal rights to possess and use the property subject to the rights of the other co-tenants"
FL-RELEP,8.41,"Carissa and Robert acquire a condominium as tenants in common.  In this circumstance, Carissa can",sell her interest to a third party without the consent of Robert,use her interest in the estate to mortgage the entire estate,sell her interest only to Robert,sell encumber or transfer her interest only with the consent of Robert,a,"All tenants in common have distinct and separable ownership of their respective interests.  Co-tenants may sell, encumber, or transfer their interests without obstruction or consent from the other owners.   A co-tenant may not, however, encumber the entire property"
FL-RELEP,8.42,"When a tenant in common dies, what happens to the tenant's interest in the estate?",It is divided equally among the surviving tenants in common,The surviving tenants must buy the interest from the deceased tenant's heirs or sell their interests to the heirs,It becomes a joint tenancy,It passes by probate to the deceased tenant's heirs,d,A deceased co-tenant's estate passes by probate to the decedent's heirs and devisees rather than to the other tenants in common.  Any number of heirs can share in the ownership of the willed tenancy
FL-RELEP,8.43,Which of the following is true of a joint tenancy?,The tenants can determine the size of the share owned by each tenant,The size of the tenant's shares is determined by the amount of equity each has invested in the property,The tenants have an equal and indivisible ownership interest,"There can be no more than two co-owners, and each has a fifty percent interest",c,"In a joint tenancy, two or more persons collectively own a property as if they were a single person.  Rights and interests are indivisible and equal: each has a shared interest in the whole property which cannot be divided up.  Joint tenants may only convey their interests to outside parties as tenant-in-common interests.  One can not convey a joint tenant interest"
FL-RELEP,8.44,"In contrast to a tenancy in common, in a joint tenancy",there is a single title to the property,there are as many titles to the property as there are co-owners,title is held by a trustee,co-owners who are married hold separate titles,a,"Whereas tenants in common hold separate title to their individual interests, joint tenants together hold a single title to the property.  This is referred to as unity of ownership"
FL-RELEP,8.45,"If a joint tenant sells his or her interest to an outside party,","the new owner becomes a tenant in common with the other owners, who continue to hold a joint tenancy with each other and a tenancy in common with the new owner",the joint tenancy continues with the new owner as the third joint tenant,the joint tenancy terminates and all owners become tenants in common,the joint tenancy terminates and the owners must create a new joint tenancy to include the new owner,a,"A joint tenant may transfer his or her interest in the property to an outside party, but only as a tenancy in common interest.  Whoever acquires the interest co-owns the property as a tenant in common with the other joint tenants.  The remaining joint tenants continue to own an undivided interest in the property, less the new co-tenant's share"
FL-RELEP,8.46,"When a joint tenant dies, what happens to the tenant's interest in the estate?","It passes to the decedent's heirs, who become joint tenants",It passes as a tenancy in common to the decedent's heirs,The joint tenancy terminates and becomes a tenancy in common with the decedent's heirs and the surviving tenants as co-owners,It passes to the surviving joint tenants,d,"In most states, joint tenants enjoy rights of survivorship: if a joint tenant dies, all interests and rights pass to the surviving joint tenants free from any claims of creditors or heirs. When only one joint tenant survives, the survivor's interest becomes an estate in severalty, and the joint tenancy is terminated"
FL-RELEP,8.47,Under what conditions can two individuals own a property as tenants by the entireties?,If they so elect at the time of acquiring title,If they are blood relatives,If they are married,If they incorporate,c,"Tenancy by the entireties is a form of ownership reserved exclusively for husband and wife.   It features survivorship, equal interests, and limited exposure to foreclosure"
FL-RELEP,8.48,"When an estate is held in a trust, which party holds legal title?",The beneficiary,The trustor,The trustee,The grantor,c,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary.   The trust may be created by a deed, will, or trust agreement"
FL-RELEP,8.49,"Tanya buys a 4-bedroom condominium.  As the new owner, she has the right to",sell or mortgage the unit without impediment from individual owners of neighboring units,sell the interest in the physical unit separately from the interest in the common elements,prevent non-owners from using the unit owner's portion of the common elements,exclusively possess and use those portions of the common areas structurally or functionally necessary for the operation of the unit,a,"Condominium units can be individually sold, mortgaged, or otherwise encumbered without interference from other unit owners.  An owner may not sell interests in the apartment separately from the interest in the common elements.  Unit owners exclusively possess their apartment space, but must share common areas with other owners"
FL-RELEP,8.50,A condominium owner's share of maintenance and operations expenses are based on,the unit's pro rata share of floor space,the unit's pro rata share of the property value as defined in the declaration,the number of shares the owner purchased in the condominium association,the assessed value of the condominium unit,b,"The unit's pro rata share of the property's ownership as defined in the declaration determines the amount of a unit owner's assessment.  For example, if a unit represents a 2% share of the property value, that unit owner's assessment will be 2% of the property's common area expenses"
FL-RELEP,8.51,"By contrast to a condominium, the owner of a cooperative owns",shares in a corporation or association and a proprietary lease in a physical unit,a fee simple interest in a physical unit plus a tenancy in common in common elements,a tenancy in common in a physical unit and the common areas,a ground lease in the physical unit's pro rata share of land and a proprietary lease in the unit,a,"In a cooperative, or co-op, one owns shares in a non-profit corporation or cooperative association, which in turn acquires and owns an apartment building as its principal asset.  Along with this stock, the shareholder acquires a proprietary lease to occupy one of the apartment units"
FL-RELEP,8.52,"In a cooperative, real property is owned only by",the individual unit owners,the individual unit owners and the cooperative association,the cooperative developer,the corporate entity of the cooperative association,d,"The corporate entity of the cooperative association is the only party in the cooperative with a real property interest.  The association's interest is an undivided interest in the entire property.  There is no ownership interest in individual units, as with a condominium"
FL-RELEP,8.53,"In a time-share freehold, owners acquire",undivided interests in the property as tenants in common,a renewable periodic tenancy from for a portion of a year,a pro rata share of a leased fee,a tenancy in severalty for a portion of a year,a,"In a freehold time-share, or interval ownership estate, tenants in common own undivided interests in the property.  Expense prorations and rules governing interval usage are established by separate agreement when the estate is acquired"
FL-RELEP,8.54,Which of the following types of leasehold estate lacks a specific term?,Estate for years,Estate from period-to-period,Estate at will,Estate by the entireties,c,"Three of the four principal types of leasehold estate are: the estate for years, which has a specific lease term; the estate from period-to-period, where the lease term of a specific period automatically renews; and the estate at will, which has no specified lease term.  The fourth principal type, the estate at sufferance, is a tenancy without consent that therefore also has no specific term"
FL-RELEP,9.1,Which of the following describes an encumbrance?,A third party’s right encroach upon a property without the permission of the property owner,A third party’s right to claim the sale proceeds of a property that has been mortgaged as collateral for a loan,A third party’s interest in a real property that limits the interests of the freehold property owner,Another's right to acquire a freehold interest in a property against the property owner's wishes,c,"An encumbrance is an interest in and right to real property that limits the legal owner's freehold interest.  In effect, an encumbrance is another's right to use or take possession of a legal owner's property, or to prevent the legal owner from enjoying the full bundle of rights in the estate"
FL-RELEP,9.2,Which of the following is true of easements in general?,They involve the property that contains the easement and a non-owning party,"They apply to a whole property, not to any specific portion of the property",They only involve the legal owner of the property,"They may require a specific use, but cannot prohibit one",a,"an interest in real property that gives the holder the right to use portions of the legal owner's real property in a defined way.  One cannot own an easement over one's own property. Easement rights may apply to a property's surface, subsurface, or airspace, but the affected area must be defined.  An easement may be affirmative, allowing a use, such as a right-of-way, or negative,  prohibiting a use, such as an airspace easement that prohibits one property owner from obstructing another's ocean view"
FL-RELEP,9.3,"Mr. King wants to offer 100 acres of his property for sale.  Since the property is landlocked, he will have to put in a driveway to the road that will run across his remaining property.  What kind of easement will he have to grant?",An easement in gross,A commercial easement,A personal easement,An easement appurtenant,d,"An easement appurtenant gives a property owner a right of usage to portions of an adjoining property owned by another party.  The property enjoying the usage right is called the dominant tenement, or dominant estate.  The property containing the physical easement itself is the servient tenement, since it must serve the easement use"
FL-RELEP,9.4,"If property Alpha has a court-ordered easement across property Beta in order for Alpha to have access to a public road, the easement is a(n)",easement by prescription,personal easement,easement by necessity,easement in gross,c,"An easement by necessity is an easement appurtenant granted by a court of law to a property owner because of a circumstance of necessity, most commonly the need for access to a property. Since property cannot be legally landlocked, or without legal access to a public thoroughfare, a court will grant an owner of a landlocked property an easement by necessity over an adjoining property that has access to a thoroughfare"
FL-RELEP,9.5,An encroachment is,an easement that has not been recorded on the title of the burdened property,an unauthorized physical intrusion of one property into another,a right granted by a property owner to the owner of an adjoining property to build a structure that protrudes across the property boundary,a structure that does not comply with a zoning ordinance,b,"An encroachment is the unauthorized, physical intrusion of one owner's real property into that of another.   Examples of encroachments are: a tree limb extending into the neighbor's property, violating his or her airspace; a driveway extending beyond the lot line onto the neighbor's land; and a fence built beyond the property line"
FL-RELEP,9.6,A court might grant an easement by prescription if,"a town needs to dig a trench across an owner's property to install a sewer line to a  neighboring property, and the owner refuses permission",a property owner sells the front half of a lot and wants to continue using the driveway to access the rear of the lot,a trespasser has been using an owner's property for a certain period with the owner's knowledge but without permission,a property owner wants to prevent the owner of an adjoining property from building a an improvement that blocks her view,c,"If someone uses another's property as an easement without permission for a statutory period of time and under certain conditions, a court order may give the user the easement right by prescription, regardless of the owner's desires.  For a prescriptive easement order to be granted, the following circumstances must be true: the use has been occurring without permission or license; the owner knows or is presumed to have known of the use; and the use has been generally uninterrupted over the statutory prescriptive period"
FL-RELEP,9.7,The purpose of a deed restriction is to enable an owner to specify,the form of ownership in which a property may be held,how long a property must be owned before it can be legally transferred,what groups of people are legally excluded from future ownership of a property,how a property may be used and what improvements may be built on it,d,A deed restriction is a limitation imposed on a buyer's use of a property by stipulation in the deed of conveyance or recorded subdivision plat. A deed restriction may apply to a single property or to an entire subdivision.  A developer may place restrictions on all properties within a recorded subdivision plat.  Subsequent re-sales of properties within the subdivision are thereby subject to the plat's covenants and conditions
FL-RELEP,9.8,Melinda purchases a house and finances it.  The lender in turn places a lien on Melinda’s title.  The lien in this mortgage transaction is,evidence of debt incurred by a property owner,a promissory note granted by a property owner as security for a debt,the creditor's claim against the property as collateral security for the loan,the document required to clear clouded title,c,"A lien is a creditor's claim against personal or real property as security for a debt of the property owner.  If the owner defaults, the lien gives the creditor the right to force the sale of the property to satisfy the debt.  For example, a homeowner borrows $5,000 to pay for a new roof.  The lender funds the loan in exchange for the borrower's promissory note to repay the loan.  At the same time, the lender places a lien on the property for $5,000 as security for the debt.  If the borrower defaults, the lien allows the lender to force the sale of the house to satisfy the debt"
FL-RELEP,9.9,"In a lien-theory state, what kind of interest does a mortgage lender have in the liened property?",A possessory interest,A tenancy-by-mortgagee interest,A legal interest in a pro rata share of the property,An equitable interest,d,"A lienor generally has an equitable interest in the property, but not legal ownership.  The exception is a mortgage lien on a property in a title-theory state.  In these states, the mortgage transaction conveys legal title to the lender, who holds it until the mortgage obligations are satisfied.  During the mortgage loan period, the borrower has equitable title to the property"
FL-RELEP,9.10,How is a lien terminated?,Payment of the debt that is the subject of the lien and recording of the satisfaction,Transfer of the property that has the lien,Recording of another lien that is superior,Death of the lienor or lienee,a,"A lien terminates on payment of the debt and recording of documents.  Payment of the debt and recording of the appropriate satisfaction documents ordinarily terminate a lien.  If a default occurs, a suit for judgment or foreclosure enforces the lien.  These actions force the sale of the property"
FL-RELEP,9.11,"A judge rules in favor of the creditor in a court proceeding and places a judgment lien against all the debtor's assets, including his real property.  This is an example of a(n)",voluntary junior lien,involuntary superior lien,involuntary specific lien,involuntary general lien,d,"A general lien is one placed against any and all real and personal property owned by a particular debtor.  An example is an inheritance tax lien placed against all property owned by the heir.  A specific lien attaches to a single item of real or personal property and does not affect other property owned by the debtor. In addition, judgment liens are junior, involuntary liens"
FL-RELEP,9.12,"A real estate tax lien, a federal income tax lien, a judgment lien, and a mortgage lien are recorded against a property. Which lien will be paid first when the property is sold?",Real estate tax lien,Federal income tax lien,Judgment lien,Mortgage lien,a,"The category of superior, or senior, liens ranks above the category of inferior, or junior, liens, meaning that superior liens receive first payment from the proceeds of a foreclosure.   The superior category includes liens for real estate tax, special assessments, and inheritance tax.  Other liens, including income tax liens, mortgage liens and judgment liens, are inferior"
FL-RELEP,9.13,A lien holder can change the lien priority of a junior lien by agreeing to,change the date of recording,lower the amount of the claim,cancel the lien,subordinate the lien,d,"A lienor can change the priority of a junior lien by voluntarily agreeing to subordinate, or lower, the lien's position in the hierarchy.   This change is often necessary when working with a mortgage lender who will not originate a mortgage loan unless it is senior to all other junior liens on the property.  The lender may require the borrower to obtain agreements from other lien holders to subordinate their liens to the new mortgage"
FL-RELEP,9.14,Which of the following accurately describes the act of foreclosure?,A court-ordered acceleration of loan payments,The final step in a bankruptcy filing,A proceeding to enforce a lien by forcing the sale or transfer of a secured property,A proceeding to take equitable title to a property that was liened as security for a mortgage loan,c,"All liens can be enforced by the sale or other transfer of title of the secured property, whether by court action, operation of law, or through powers granted in the original loan agreement.  The enforcement proceedings are referred to as foreclosure.  Note that lienors already possess equitable title, so they do not need to undertake a legal proceeding to establish this"
FL-RELEP,9.15,"A property is secured by a mortgage that does not contain a ""power of sale"" clause.  To foreclose, the lien holder will have to",file a deficiency suit,file a foreclosure suit,file a suit to quiet title,obtain a quit claim deed,b,"Judicial foreclosure occurs in states that use a two-party mortgage document (borrower and lender) that does not contain a ""power of sale"" provision.  Lacking this provision, a lender must file a foreclosure suit and undertake a court proceeding to enforce the lien"
FL-RELEP,9.16,"A homeowner defaults on his mortgage loan.  In the subsequent foreclosure action, the lender takes title to the liened property directly instead of initiating a court-ordered public sale.  This is an example of",strict foreclosure,judicial foreclosure,non-judicial foreclosure,deed in lieu of foreclosure,a,"Strict foreclosure is a court proceeding that gives the lender title directly, by court order, instead of giving cash proceeds from a public sale.  On default, the lender gives the borrower official notice.  After a prescribed period, the lender files suit in court, whereupon the court establishes a period within which the defaulting party must repay the amounts owed.  If the defaulter does not repay the funds, the court orders transfer of full, legal title to the lender"
FL-RELEP,9.17,"A property owner gives Deanna permission to cross his property as a shortcut to her kindergarten school bus.  One day the property owner dies.  What right was Deanna granted originally, and will it survive the owner’s death?","A personal easement in gross, which continues after the owner's death","An easement by prescription, which continues after the owner's death","A license, which continues after the owner's death","A license, which terminates upon the owner's death",d,"A license is a personal right that a property owner grants to another to use the property for a specific purpose (to reach the kindergarten school bus). Unlike a personal easement in gross, which terminates only on the death of the grantee (Betty Luanne, in this instance), a license is revocable at any moment, is not transferable and does not attach to the land.  It ceases on the death of either party, or on the sale of the property"
FL-RELEP,9.18,"On two adjacent properties, there is an easement that allows property A to use the driveway that belongs to property B.  After how many years will this become an easement by prescription?",7 years,10 years,15 years,20 years,d,An easement by prescription is created after 20 years of open possession and use of another person’s property.
FL-RELEP,9.19,A property owner who is selling her land wants to control how it is used in the future.  She might accomplish her aim by means of,an injunction,a deed restriction,an easement,a land trust,b,A private party who wants to control the quality and standards of a property can establish a deed restriction.  Deed restrictions take precedence over zoning ordinances if they are more restrictive
FL-RELEP,9.20,What distinguishes a lien from other types of encumbrance?,It involves a monetary claim against the value of a property,It lowers the value of a property,It is created voluntarily by the property owner,It attaches to the property rather than to the owner of the property,a,"A lien is a creditor's claim against personal or real property as security for a debt of the property owner.  If the owner defaults, the lien gives the creditor the right to force the sale of the property to satisfy the debt.  Liens do not necessarily alter the property value. Liens can be involuntary as well as voluntary.  Finally, liens attach to the property, but so do other encumbrances"
FL-RELEP,9.21,Which of the following defines actual notice?,It is notice published in a newspaper,It is knowledge one could have or should have obtained,It is notice explicitly stated in a legal document,It is knowledge received or imparted through direct experience,d,"The term ""notice"" is synonymous with ""knowledge.""  A person who has received actual notice has actual knowledge of something.  Receiving actual notice means learning of something through direct experience or communication. Thus, a document in itself cannot be actual notice. It is the seeing of the document that makes it actual notice"
FL-RELEP,9.22,Which of the following defines constructive notice?,It is notice published in a newspaper,It is knowledge one could have or should have obtained,It is notice explicitly stated in a legal document,It is knowledge received or imparted through direct experience,b,"Constructive notice, or legal notice, is knowledge of a fact that a person could have or should have obtained.  The foremost method of imparting constructive notice is by recordation of ownership documents in public records, specifically, title records. Since public records are open to everyone, the law generally presumes  that when evidence of ownership is recorded, the public at large has received constructive notice of ownership"
FL-RELEP,9.23,Ownership of real estate can be transferred voluntarily or involuntarily.  The three ways title can be  transferred voluntarily are by,"grant, deed, and will","escheat, deed, and covenant","title certificate, will, and deed","sale contract, deed, and warrant of seizin",a,"Voluntary transfer, or voluntary alienation, is an unforced transfer of title by sale or gift from an owner to another party.  If the transferor is a government entity and the recipient is a private party, the conveyance is a public grant.  If the transferor is a private party, the conveyance is a private grant.  A living owner makes a private grant by means of a deed of conveyance, or deed.  A private grant that occurs when the owner dies is a transfer by will"
FL-RELEP,9.24,What is the function of recording a deed?,It makes the deed valid,It causes title to pass,It gives constructive notice of ownership,It removes all prior recorded encumbrances,c,"Recording is not necessary to make a deed valid.  However, it is in the grantee's best interests to do so.  Recording the deed gives the public constructive notice of the grantee's ownership"
FL-RELEP,9.25,The only clause that is actually required in a deed is the,habendum clause,granting clause,reserving clause,tenendum clause,b,"The granting, or premises, clause is the only required clause. It contains the conveyance intentions; names the parties; describes the property; and indicates a nominal consideration"
FL-RELEP,9.26,The type of deed that offers the grantee the fullest protection against claims to the title is the,general warranty deed,special warranty deed,quitclaim deed,bargain and defend deed,a,"The general warranty deed, or warranty deed for short, contains the fullest possible assurances of good title and protection for the grantee. The deed is technically a bargain and sale deed in which the grantor promises to defend against any and all claims to the title. The overall general warranty covenant is:  ""I own and will defend.""   "
FL-RELEP,9.27,What is one of the purposes of a lawsuit to “quiet title”?,To force the grantor to defend the title against a third party claim,To terminate a co-ownership estate when one co-owner is unwilling,To keep the owner's name out of the title records,To have an encumbrance removed if the lienholder cannot prove its validity,d,"Where there is a possibility that prior errors in deeds or other recorded documents might cloud (encumber) the title, the relevant parties  execute a quitclaim deed to convey ""any and all"" interest to the grantee. If a party responsible for encumbering title refuses to quitclaim the interest, the owner may file a quiet title suit.  This requires the lienor to prove the validity of an interest.  If the defendant is unable to do so, the court removes the cloud by decree"
FL-RELEP,9.28,Which of the following best describes the documentary stamp tax?,A transfer tax based on the price of the property being conveyed,A tax a title company must pay in order to examine title records in the recorder's office,A tax collected by attorneys and paid to the state when transfer documents are prepared,A tax on stamps used to certify the authenticity of a conveyance,a,"State law usually requires payment of  a documentary stamp tax on a conveyance of real property.   The tax is based on the actual price of the property conveyed, thus enabling taxing authorities to ascertain current market value for ad valorem tax purposes.  Payment of the tax is evidenced on the deed"
FL-RELEP,9.29,The court proceeding that generally settles a decedent's estate is called,testate,probate,escheat,distribution,b,"A court proceeding called probate generally settles a decedent's estate, whether the person has died testate (having left a valid will) or intestate (having failed to do so)"
FL-RELEP,9.30,"If an owner of real property dies intestate and has no legal heirs, what will happen to the property?",It will escheat to the state or county,It will transfer to the decedent's executor,It will be divided equally among adjoining property owners,It will become a public easement,a,"If an intestate decedent has no heirs, the estate escheats, or reverts, to the state or county after all claims and debts have been validated and settled"
FL-RELEP,9.31,"A municipality wants to build a sewage treatment facility which will require the acquisition of several parcels of  privately owned land.  What legal power enables the municipality to buy the necessary properties, even against the owners’ wishes?",Estoppel,Escheat,Alienation,Eminent domain,d,"Various government and public entities can transfer private property to the public sphere by the power of eminent domain.  The transfer is involuntary, even though the owner receives compensation.  For example, a city government wants to widen a highway to accommodate growth.  The government uses eminent domain to condemn and purchase all properties abutting the thoroughfare in order to complete the construction project"
FL-RELEP,9.32,An adverse possessor must be able to successfully demonstrate that he or she has been,openly possessing and claiming the property without the owner's consent,occupying the property without an occupancy permit,using the property intermittently and without permission over a period of years,building a permanent structure on the property,a,"To claim legal title, the adverse possessor must be able to show a claim of right or color of title as reason for the possession; have notorious possession, which is possession without concealment; maintain a consistent claim of hostile possession, which is a claim to ownership and possession regardless of the owner's claims or consent; occupy the property continuously for a statutory period of time; in some states, pay taxes"
FL-RELEP,9.33,"A buyer has signed a contract to purchase a property, but is uncertain of the condition of the title.  Which of the following parties is legally responsible for knowing the condition of the title?",The County Recorder,The seller's agent,The buyer,The mortgage lender,c,"Title records protect the buyer by revealing whether a property has marketable title, one free of undesirable encumbrances.  The buyer is legally responsible for knowing the condition of title, since it is a matter of public record"
FL-RELEP,9.34,A break in the chain of title to a property results in,a clouded title,a title plant,a lien of indeterminate ownership,a duplicate title,a,"Chain of title refers to the succession of property owners of record dating back to the original grant of title from the state to a private party.  If there is a missing link in the chronology of owners, or if there was a defective conveyance, the chain is said to be broken, resulting in a clouded title to the property"
FL-RELEP,9.35,Wayne and Leota obtain an insurance policy that protects them from liabilities and losses resulting from title defects.  The kind of policy they bought is a,a homeowner's insurance policy,standard owner's title insurance policy,lender's title insurance policy,private mortgage insurance policy,b,"An owner's policy may have standard coverage or extended coverage.  Standard coverage protects against title defects such as incompetent grantors, invalid deeds, fraudulent transaction documents, and defects in the chain of title.  Extended coverage protects against liabilities that may not be of public record, including fraud, unrecorded ownership claims, unintentional recording errors, and unrecorded liens"
FL-RELEP,9.36,An owner transfers title to a property to a buyer in exchange for a motorcycle.  This is an example of,voluntary alienation,involuntary liquidation,hypothecation,1031 exchange,a,Voluntary alienation is an unforced transfer of title by sale or gift from an owner to another party
FL-RELEP,9.37,A person wishes to convey any and all interests in a property to another without assurance of the property’s marketability.  This party would most likely use which of the following types of deed?,A sheriff's deed,A special warranty deed,A partition deed,A quitclaim deed,d,"A quitclaim deed transfers real and potential interests in a property, whether an interest is known to exist or not.  The grantor makes no claim to any interest in the property being conveyed and offers no warrants to protect the grantee. Where there is a possibility that prior errors in deeds or other recorded documents might cloud (encumber) the title, the relevant parties execute a quitclaim deed to convey ""any and all"" interest to the grantee"
FL-RELEP,9.38,"Jennifer owns a one-half interest in a condominium as a tenant in common with her business partner.  If Jennifer has several heirs and dies without a will, the property will",pass to the heirs by the laws of descent and distribution,escheat to the state,pass to the surviving spouse based on homestead law,pass to the surviving heirs according to the provisions of the will,a,"In this circumstance, the estate, including real property, will pass to lawful heirs according to the state's laws of descent and succession or distribution. These laws apportion the estate without regard to the wishes of the heirs or the intentions of the decedent. Escheat, by which the state takes the property, applies only if there are no legal heirs"
FL-RELEP,9.39,"A drifter secretly lives in an abandoned shack on a large ranch property.  After twenty years, the person makes a claim of ownership to the shack and the land immediately surrounding it that he had cleared.  This claim will likely be",upheld through adverse possession,upheld because of the length of possession,declined through the doctrine of prior appropriation,declined because possession was secretive,d,"One of the preconditions for a claim of ownership based on adverse possession is notorious possession, or possession without concealment.  Even if the length of possession in this case meets the statutory requirement, the drifter’s secretiveness would invalidate the claim"
FL-RELEP,9.40,"To be marketable, title must be",insured,free of undisclosed defects and encumbrances,abstracted by an attorney,guaranteed by a title certificate,b,"Marketable title is, by definition, one that is free and clear of undesirable and unknown encumbrances, claims, clouds, or other defects.  Attorney's abstracts and title certificates do not guarantee that a title is marketable"
FL-RELEP,9.41,A landlord generally has the right to enter the leased premises,at any time without notice,for specified reasonable purposes,provided the tenant gives prior permission,only thirty days prior to lease expiration,b,"A tenant has the sole right to occupy and use the premises without interference from outside parties, including the landlord.  The landlord may enter the premises for specified purposes such as inspections, but the interference must be reasonable and limited.  In addition, the landlord can do nothing outside of the lease's express provisions that would impair the tenant's enjoyment of income deriving from use of the premises"
FL-RELEP,9.42,"When a tenant rents an apartment, he or she is usually responsible for ",compliance with the rules and regulations of the building,payment for any alterations to the leased space,recording the lease in title records,occupying the premises throughout the lease term,a,"The lease defines the tenant's obligations, which principally are to pay the rent on time; maintain the property's condition; and comply with the rules and regulations of the building"
